[NÚMERO DE SERIES]
1

[NÚMERO DE REGISTROS]
8036

[VALOR DE DATOS FALTANTES]
2003 5 13 350784.000
2003 5 14 350784.000
2003 5 15 350784.000
2003 5 16 350784.000
2003 5 17 350784.000
2003 5 18 350784.000
2003 5 19 350784.000
2003 5 20 350784.000
2003 5 21 350784.000
2003 5 22 350784.000
2003 5 23 350784.000
2003 5 24 350784.000
2003 5 25 350784.000
2003 5 26 350784.000
2003 5 27 350784.000
2003 5 28 350784.000
2003 5 29 350784.000
2003 5 30 350784.000
2003 5 31 350784.000
2003 6 1 350784.000
2003 6 2 350784.000
2003 6 3 350784.000
2003 6 4 350784.000
2003 6 5 350784.000
2003 6 6 350784.000
2003 6 7 350784.000
2003 6 8 350784.000
2003 6 9 350784.000
2003 6 10 350784.000
2003 6 11 350784.000
2003 6 12 348192.000
2003 6 13 350784.000
2003 6 14 350784.000
2003 6 15 350784.000
2003 6 16 350784.000
2003 6 17 350784.000
2003 6 18 350784.000
2003 6 19 350784.000
2003 6 20 350784.000
2003 6 21 350784.000
2003 6 22 291427.200
2003 6 23 147312.000
2003 6 24 147312.000
2003 6 25 147312.000
2003 6 26 147312.000
2003 6 27 147312.000
2003 6 28 147312.000
2003 6 29 147312.000
2003 6 30 147312.000
2003 7 1 147312.000
2003 7 2 147312.000
2003 7 3 227836.800
2003 7 4 350784.000
2003 7 5 -9999.000
2003 7 6 -9999.000
2003 7 7 -9999.000
2003 7 8 350784.000
2003 7 9 350784.000
2003 7 10 350784.000
2003 7 11 350784.000
2003 7 12 350784.000
2003 7 13 350784.000
2003 7 14 350784.000
2003 7 15 350784.000
2003 7 16 350784.000
2003 7 17 350784.000
2003 7 18 350784.000
2003 7 19 350784.000
2003 7 20 350784.000
2003 7 21 350784.000
2003 7 22 350784.000
2003 7 23 350784.000
2003 7 24 350784.000
2003 7 25 350784.000
2003 7 26 350784.000
2003 7 27 350784.000
2003 7 28 350784.000
2003 7 29 350784.000
2003 7 30 350784.000
2003 7 31 350784.000
2003 8 1 350784.000
2003 8 2 350784.000
2003 8 3 350784.000
2003 8 4 350784.000
2003 8 5 350784.000
2003 8 6 350784.000
2003 8 7 350784.000
2003 8 8 350784.000
2003 8 9 350784.000
2003 8 10 350784.000
2003 8 11 350784.000
2003 8 12 350784.000
2003 8 13 350784.000
2003 8 14 350784.000
2003 8 15 350784.000
2003 8 16 350784.000
2003 8 17 350784.000
2003 8 18 350784.000
2003 8 19 350784.000
2003 8 20 350265.600
2003 8 21 348451.200
2003 8 22 345600.000
2003 8 23 349315.200
2003 8 24 349747.200
2003 8 25 349228.800
2003 8 26 346550.400
2003 8 27 343785.600
2003 8 28 342921.600
2003 8 29 341193.600
2003 8 30 338860.800
2003 8 31 335577.600
2003 9 1 332467.200
2003 9 2 329184.000
2003 9 3 325814.400
2003 9 4 322704.000
2003 9 5 319593.600
2003 9 6 343526.400
2003 9 7 350784.000
2003 9 8 350784.000
2003 9 9 350784.000
2003 9 10 350784.000
2003 9 11 -9999.000
2003 9 12 350784.000
2003 9 13 350784.000
2003 9 14 350784.000
2003 9 15 350784.000
2003 9 16 350784.000
2003 9 17 350784.000
2003 9 18 350784.000
2003 9 19 347068.800
2003 9 20 350352.000
2003 9 21 350784.000
2003 9 22 350784.000
2003 9 23 350784.000
2003 9 24 -9999.000
2003 9 25 -9999.000
2003 9 26 350784.000
2003 9 27 350784.000
2003 9 28 350784.000
2003 9 29 350784.000
2003 9 30 350784.000
2003 10 1 350784.000
2003 10 2 350784.000
2003 10 3 350784.000
2003 10 4 350784.000
2003 10 5 350784.000
2003 10 6 350784.000
2003 10 7 350784.000
2003 10 8 350784.000
2003 10 9 350784.000
2003 10 10 350784.000
2003 10 11 350784.000
2003 10 12 350784.000
2003 10 13 350784.000
2003 10 14 350784.000
2003 10 15 350784.000
2003 10 16 -9999.000
2003 10 17 350784.000
2003 10 18 350784.000
2003 10 19 350784.000
2003 10 20 350784.000
2003 10 21 350784.000
2003 10 22 350784.000
2003 10 23 350784.000
2003 10 24 350784.000
2003 10 25 350784.000
2003 10 26 350784.000
2003 10 27 350784.000
2003 10 28 350784.000
2003 10 29 350784.000
2003 10 30 350784.000
2003 10 31 350784.000
2003 11 1 350784.000
2003 11 2 350784.000
2003 11 3 350784.000
2003 11 4 350784.000
2003 11 5 350784.000
2003 11 6 350784.000
2003 11 7 350784.000
2003 11 8 350784.000
2003 11 9 -9999.000
2003 11 10 -9999.000
2003 11 11 350784.000
2003 11 12 350784.000
2003 11 13 350784.000
2003 11 14 350784.000
2003 11 15 350784.000
2003 11 16 350784.000
2003 11 17 350784.000
2003 11 18 350784.000
2003 11 19 350784.000
2003 11 20 350784.000
2003 11 21 350784.000
2003 11 22 350784.000
2003 11 23 350784.000
2003 11 24 350784.000
2003 11 25 350784.000
2003 11 26 350784.000
2003 11 27 350784.000
2003 11 28 350784.000
2003 11 29 350784.000
2003 11 30 -9999.000
2003 12 1 350784.000
2003 12 2 350784.000
2003 12 3 350784.000
2003 12 4 350784.000
2003 12 5 350784.000
2003 12 6 350784.000
2003 12 7 350784.000
2003 12 8 350784.000
2003 12 9 350784.000
2003 12 10 350784.000
2003 12 11 350784.000
2003 12 12 350784.000
2003 12 13 350784.000
2003 12 14 350784.000
2003 12 15 350784.000
2003 12 16 350784.000
2003 12 17 350784.000
2003 12 18 350784.000
2003 12 19 350784.000
2003 12 20 350784.000
2003 12 21 350784.000
2003 12 22 350784.000
2003 12 23 350784.000
2003 12 24 350784.000
2003 12 25 350784.000
2003 12 26 350784.000
2003 12 27 350784.000
2003 12 28 350784.000
2003 12 29 350784.000
2003 12 30 350784.000
2003 12 31 350784.000
2004 1 1 350784.000
2004 1 2 350784.000
2004 1 3 350784.000
2004 1 4 -9999.000
2004 1 5 -9999.000
2004 1 6 350784.000
2004 1 7 350784.000
2004 1 8 350784.000
2004 1 9 350784.000
2004 1 10 350784.000
2004 1 11 350784.000
2004 1 12 350784.000
2004 1 13 350784.000
2004 1 14 350784.000
2004 1 15 350784.000
2004 1 16 350784.000
2004 1 17 350784.000
2004 1 18 350784.000
2004 1 19 350784.000
2004 1 20 350784.000
2004 1 21 350784.000
2004 1 22 350784.000
2004 1 23 350784.000
2004 1 24 350784.000
2004 1 25 350784.000
2004 1 26 350784.000
2004 1 27 350784.000
2004 1 28 350784.000
2004 1 29 350784.000
2004 1 30 350784.000
2004 1 31 350784.000
2004 2 1 350784.000
2004 2 2 350784.000
2004 2 3 350784.000
2004 2 4 350784.000
2004 2 5 350784.000
2004 2 6 350784.000
2004 2 7 350784.000
2004 2 8 350784.000
2004 2 9 350784.000
2004 2 10 350092.800
2004 2 11 346550.400
2004 2 12 344304.000
2004 2 13 341798.400
2004 2 14 339897.600
2004 2 15 339033.600
2004 2 16 337132.800
2004 2 17 334972.800
2004 2 18 338860.800
2004 2 19 347673.600
2004 2 20 342316.800
2004 2 21 337910.400
2004 2 22 334022.400
2004 2 23 338601.600
2004 2 24 350784.000
2004 2 25 350784.000
2004 2 26 350784.000
2004 2 27 350784.000
2004 2 28 350784.000
2004 2 29 350784.000
2004 3 1 -9999.000
2004 3 2 -9999.000
2004 3 3 350784.000
2004 3 4 350784.000
2004 3 5 350784.000
2004 3 6 350784.000
2004 3 7 350784.000
2004 3 8 350784.000
2004 3 9 350784.000
2004 3 10 350784.000
2004 3 11 350784.000
2004 3 12 350784.000
2004 3 13 350784.000
2004 3 14 350784.000
2004 3 15 350784.000
2004 3 16 350784.000
2004 3 17 350784.000
2004 3 18 350265.600
2004 3 19 348451.200
2004 3 20 346896.000
2004 3 21 344908.800
2004 3 22 343353.600
2004 3 23 341971.200
2004 3 24 350265.600
2004 3 25 350784.000
2004 3 26 350784.000
2004 3 27 350784.000
2004 3 28 350784.000
2004 3 29 350784.000
2004 3 30 350784.000
2004 3 31 350784.000
2004 4 1 350784.000
2004 4 2 350784.000
2004 4 3 350784.000
2004 4 4 350784.000
2004 4 5 350784.000
2004 4 6 350784.000
2004 4 7 350784.000
2004 4 8 350784.000
2004 4 9 350784.000
2004 4 10 350784.000
2004 4 11 350784.000
2004 4 12 350784.000
2004 4 13 350784.000
2004 4 14 350784.000
2004 4 15 350784.000
2004 4 16 350784.000
2004 4 17 350784.000
2004 4 18 350784.000
2004 4 19 350784.000
2004 4 20 350784.000
2004 4 21 350784.000
2004 4 22 350784.000
2004 4 23 350784.000
2004 4 24 350784.000
2004 4 25 350784.000
2004 4 26 350784.000
2004 4 27 350784.000
2004 4 28 350784.000
2004 4 29 350784.000
2004 4 30 350784.000
2004 5 1 350784.000
2004 5 2 350784.000
2004 5 3 350784.000
2004 5 4 350784.000
2004 5 5 350784.000
2004 5 6 350784.000
2004 5 7 350784.000
2004 5 8 350784.000
2004 5 9 350784.000
2004 5 10 350784.000
2004 5 11 350784.000
2004 5 12 350784.000
2004 5 13 350784.000
2004 5 14 350784.000
2004 5 15 350784.000
2004 5 16 350784.000
2004 5 17 350784.000
2004 5 18 350784.000
2004 5 19 350784.000
2004 5 20 350784.000
2004 5 21 350784.000
2004 5 22 350784.000
2004 5 23 350784.000
2004 5 24 350784.000
2004 5 25 350784.000
2004 5 26 350784.000
2004 5 27 350784.000
2004 5 28 350784.000
2004 5 29 350784.000
2004 5 30 350784.000
2004 5 31 350784.000
2004 6 1 350784.000
2004 6 2 350784.000
2004 6 3 350784.000
2004 6 4 350784.000
2004 6 5 350784.000
2004 6 6 350784.000
2004 6 7 350784.000
2004 6 8 350784.000
2004 6 9 350784.000
2004 6 10 350784.000
2004 6 11 350784.000
2004 6 12 350784.000
2004 6 13 350784.000
2004 6 14 350784.000
2004 6 15 350784.000
2004 6 16 350784.000
2004 6 17 350784.000
2004 6 18 350784.000
2004 6 19 350784.000
2004 6 20 350784.000
2004 6 21 350784.000
2004 6 22 350784.000
2004 6 23 350784.000
2004 6 24 350784.000
2004 6 25 350784.000
2004 6 26 350784.000
2004 6 27 350784.000
2004 6 28 350784.000
2004 6 29 350784.000
2004 6 30 350784.000
2004 7 1 350784.000
2004 7 2 350784.000
2004 7 3 350784.000
2004 7 4 350784.000
2004 7 5 350784.000
2004 7 6 350784.000
2004 7 7 350784.000
2004 7 8 350784.000
2004 7 9 350784.000
2004 7 10 -9999.000
2004 7 11 -9999.000
2004 7 12 -9999.000
2004 7 13 -9999.000
2004 7 14 -9999.000
2004 7 15 -9999.000
2004 7 16 -9999.000
2004 7 17 -9999.000
2004 7 18 -9999.000
2004 7 19 350784.000
2004 7 20 -9999.000
2004 7 21 -9999.000
2004 7 22 -9999.000
2004 7 23 -9999.000
2004 7 24 -9999.000
2004 7 25 -9999.000
2004 7 26 -9999.000
2004 7 27 -9999.000
2004 7 28 -9999.000
2004 7 29 -9999.000
2004 7 30 -9999.000
2004 7 31 -9999.000
2004 8 1 -9999.000
2004 8 2 -9999.000
2004 8 3 -9999.000
2004 8 4 -9999.000
2004 8 5 -9999.000
2004 8 6 -9999.000
2004 8 7 -9999.000
2004 8 8 -9999.000
2004 8 9 -9999.000
2004 8 10 -9999.000
2004 8 11 -9999.000
2004 8 12 -9999.000
2004 8 13 -9999.000
2004 8 14 -9999.000
2004 8 15 -9999.000
2004 8 16 -9999.000
2004 8 17 -9999.000
2004 8 18 -9999.000
2004 8 19 -9999.000
2004 8 20 -9999.000
2004 8 21 -9999.000
2004 8 22 -9999.000
2004 8 23 -9999.000
2004 8 24 -9999.000
2004 8 25 -9999.000
2004 8 26 350784.000
2004 8 27 350784.000
2004 8 28 350784.000
2004 8 29 350784.000
2004 8 30 350784.000
2004 8 31 350784.000
2004 9 1 350784.000
2004 9 2 350784.000
2004 9 3 350784.000
2004 9 4 350524.800
2004 9 5 -9999.000
2004 9 6 350784.000
2004 9 7 350784.000
2004 9 8 350784.000
2004 9 9 350784.000
2004 9 10 350784.000
2004 9 11 350784.000
2004 9 12 350784.000
2004 9 13 350784.000
2004 9 14 350784.000
2004 9 15 350784.000
2004 9 16 350784.000
2004 9 17 350784.000
2004 9 18 350784.000
2004 9 19 350784.000
2004 9 20 350784.000
2004 9 21 350784.000
2004 9 22 350784.000
2004 9 23 350784.000
2004 9 24 350784.000
2004 9 25 350784.000
2004 9 26 350784.000
2004 9 27 350784.000
2004 9 28 350784.000
2004 9 29 350784.000
2004 9 30 350784.000
2004 10 1 350784.000
2004 10 2 350784.000
2004 10 3 350784.000
2004 10 4 350784.000
2004 10 5 350784.000
2004 10 6 350784.000
2004 10 7 350784.000
2004 10 8 350784.000
2004 10 9 350784.000
2004 10 10 350784.000
2004 10 11 350784.000
2004 10 12 350784.000
2004 10 13 350784.000
2004 10 14 350784.000
2004 10 15 350784.000
2004 10 16 350784.000
2004 10 17 350784.000
2004 10 18 350784.000
2004 10 19 350784.000
2004 10 20 350784.000
2004 10 21 350784.000
2004 10 22 350784.000
2004 10 23 350784.000
2004 10 24 350784.000
2004 10 25 350784.000
2004 10 26 350784.000
2004 10 27 350784.000
2004 10 28 350784.000
2004 10 29 350784.000
2004 10 30 350784.000
2004 10 31 350784.000
2004 11 1 350784.000
2004 11 2 350784.000
2004 11 3 350784.000
2004 11 4 350784.000
2004 11 5 350784.000
2004 11 6 350784.000
2004 11 7 350784.000
2004 11 8 350784.000
2004 11 9 350784.000
2004 11 10 350784.000
2004 11 11 350784.000
2004 11 12 350784.000
2004 11 13 350784.000
2004 11 14 350784.000
2004 11 15 -9999.000
2004 11 16 350784.000
2004 11 17 350784.000
2004 11 18 350784.000
2004 11 19 350784.000
2004 11 20 350784.000
2004 11 21 350784.000
2004 11 22 350784.000
2004 11 23 350784.000
2004 11 24 350784.000
2004 11 25 350784.000
2004 11 26 350784.000
2004 11 27 350784.000
2004 11 28 350784.000
2004 11 29 350784.000
2004 11 30 350784.000
2004 12 1 350784.000
2004 12 2 350784.000
2004 12 3 350784.000
2004 12 4 350784.000
2004 12 5 350784.000
2004 12 6 350784.000
2004 12 7 350784.000
2004 12 8 350784.000
2004 12 9 350784.000
2004 12 10 350784.000
2004 12 11 350784.000
2004 12 12 350784.000
2004 12 13 350784.000
2004 12 14 350784.000
2004 12 15 350784.000
2004 12 16 350784.000
2004 12 17 350784.000
2004 12 18 350784.000
2004 12 19 350784.000
2004 12 20 350784.000
2004 12 21 350784.000
2004 12 22 350784.000
2004 12 23 350784.000
2004 12 24 350784.000
2004 12 25 350784.000
2004 12 26 350784.000
2004 12 27 350784.000
2004 12 28 350784.000
2004 12 29 350784.000
2004 12 30 350784.000
2004 12 31 350784.000
2005 1 1 350784.000
2005 1 2 350784.000
2005 1 3 350784.000
2005 1 4 350784.000
2005 1 5 350784.000
2005 1 6 350784.000
2005 1 7 350784.000
2005 1 8 350784.000
2005 1 9 350784.000
2005 1 10 350784.000
2005 1 11 350784.000
2005 1 12 350784.000
2005 1 13 350784.000
2005 1 14 350784.000
2005 1 15 350784.000
2005 1 16 350784.000
2005 1 17 350784.000
2005 1 18 350784.000
2005 1 19 350784.000
2005 1 20 350784.000
2005 1 21 350784.000
2005 1 22 350784.000
2005 1 23 350784.000
2005 1 24 350784.000
2005 1 25 350784.000
2005 1 26 350784.000
2005 1 27 350784.000
2005 1 28 350784.000
2005 1 29 349488.000
2005 1 30 348710.400
2005 1 31 347760.000
2005 2 1 349315.200
2005 2 2 349142.400
2005 2 3 347328.000
2005 2 4 350179.200
2005 2 5 350784.000
2005 2 6 348883.200
2005 2 7 345772.800
2005 2 8 343008.000
2005 2 9 340934.400
2005 2 10 339984.000
2005 2 11 344217.600
2005 2 12 346982.400
2005 2 13 345600.000
2005 2 14 342921.600
2005 2 15 339984.000
2005 2 16 340502.400
2005 2 17 344131.200
2005 2 18 342403.200
2005 2 19 343612.800
2005 2 20 343008.000
2005 2 21 339984.000
2005 2 22 336873.600
2005 2 23 333849.600
2005 2 24 331516.800
2005 2 25 329616.000
2005 2 26 327801.600
2005 2 27 325814.400
2005 2 28 324172.800
2005 3 1 322185.600
2005 3 2 319939.200
2005 3 3 317865.600
2005 3 4 348192.000
2005 3 5 350784.000
2005 3 6 350784.000
2005 3 7 350784.000
2005 3 8 350784.000
2005 3 9 348969.600
2005 3 10 340243.200
2005 3 11 332726.400
2005 3 12 328579.200
2005 3 13 325728.000
2005 3 14 323568.000
2005 3 15 320889.600
2005 3 16 318384.000
2005 3 17 325468.800
2005 3 18 350784.000
2005 3 19 350784.000
2005 3 20 350784.000
2005 3 21 350784.000
2005 3 22 350784.000
2005 3 23 350784.000
2005 3 24 350784.000
2005 3 25 350784.000
2005 3 26 350611.200
2005 3 27 -9999.000
2005 3 28 349488.000
2005 3 29 344995.200
2005 3 30 339897.600
2005 3 31 334540.800
2005 4 1 330825.600
2005 4 2 327196.800
2005 4 3 330048.000
2005 4 4 328060.800
2005 4 5 324864.000
2005 4 6 324345.600
2005 4 7 324432.000
2005 4 8 326937.600
2005 4 9 325987.200
2005 4 10 324518.400
2005 4 11 323827.200
2005 4 12 327888.000
2005 4 13 334454.400
2005 4 14 331689.600
2005 4 15 327542.400
2005 4 16 338342.400
2005 4 17 350784.000
2005 4 18 350784.000
2005 4 19 350784.000
2005 4 20 350784.000
2005 4 21 350784.000
2005 4 22 350784.000
2005 4 23 350784.000
2005 4 24 350784.000
2005 4 25 350784.000
2005 4 26 350784.000
2005 4 27 350784.000
2005 4 28 350784.000
2005 4 29 350784.000
2005 4 30 350784.000
2005 5 1 350784.000
2005 5 2 350784.000
2005 5 3 350784.000
2005 5 4 350784.000
2005 5 5 350784.000
2005 5 6 350784.000
2005 5 7 350784.000
2005 5 8 350784.000
2005 5 9 350784.000
2005 5 10 350784.000
2005 5 11 350784.000
2005 5 12 350784.000
2005 5 13 350784.000
2005 5 14 350784.000
2005 5 15 350784.000
2005 5 16 350784.000
2005 5 17 350784.000
2005 5 18 350784.000
2005 5 19 350784.000
2005 5 20 350784.000
2005 5 21 350784.000
2005 5 22 350784.000
2005 5 23 350784.000
2005 5 24 350784.000
2005 5 25 350784.000
2005 5 26 350784.000
2005 5 27 350784.000
2005 5 28 350784.000
2005 5 29 350784.000
2005 5 30 350784.000
2005 5 31 350784.000
2005 6 1 350784.000
2005 6 2 350784.000
2005 6 3 350784.000
2005 6 4 350784.000
2005 6 5 350784.000
2005 6 6 350784.000
2005 6 7 350784.000
2005 6 8 350784.000
2005 6 9 350784.000
2005 6 10 350784.000
2005 6 11 350784.000
2005 6 12 350784.000
2005 6 13 350784.000
2005 6 14 350784.000
2005 6 15 350784.000
2005 6 16 350784.000
2005 6 17 350784.000
2005 6 18 350784.000
2005 6 19 350784.000
2005 6 20 350784.000
2005 6 21 350784.000
2005 6 22 350784.000
2005 6 23 350784.000
2005 6 24 350784.000
2005 6 25 350784.000
2005 6 26 350784.000
2005 6 27 350784.000
2005 6 28 350784.000
2005 6 29 350784.000
2005 6 30 350784.000
2005 7 1 350784.000
2005 7 2 350784.000
2005 7 3 350784.000
2005 7 4 350784.000
2005 7 5 350784.000
2005 7 6 350784.000
2005 7 7 350784.000
2005 7 8 350784.000
2005 7 9 350784.000
2005 7 10 350784.000
2005 7 11 350784.000
2005 7 12 350784.000
2005 7 13 350784.000
2005 7 14 350784.000
2005 7 15 350784.000
2005 7 16 350784.000
2005 7 17 350784.000
2005 7 18 350784.000
2005 7 19 350784.000
2005 7 20 350784.000
2005 7 21 350784.000
2005 7 22 350784.000
2005 7 23 350784.000
2005 7 24 350784.000
2005 7 25 -9999.000
2005 7 26 -9999.000
2005 7 27 -9999.000
2005 7 28 349747.200
2005 7 29 -9999.000
2005 7 30 -9999.000
2005 7 31 341366.400
2005 8 1 339811.200
2005 8 2 337478.400
2005 8 3 334454.400
2005 8 4 331776.000
2005 8 5 329961.600
2005 8 6 327801.600
2005 8 7 325728.000
2005 8 8 324172.800
2005 8 9 322099.200
2005 8 10 319852.800
2005 8 11 317606.400
2005 8 12 315360.000
2005 8 13 312940.800
2005 8 14 310176.000
2005 8 15 307497.600
2005 8 16 305078.400
2005 8 17 303177.600
2005 8 18 301017.600
2005 8 19 312595.200
2005 8 20 311904.000
2005 8 21 309916.800
2005 8 22 307324.800
2005 8 23 304560.000
2005 8 24 321753.600
2005 8 25 350784.000
2005 8 26 350784.000
2005 8 27 350784.000
2005 8 28 350784.000
2005 8 29 350784.000
2005 8 30 350784.000
2005 8 31 350784.000
2005 9 1 350784.000
2005 9 2 350784.000
2005 9 3 350784.000
2005 9 4 350784.000
2005 9 5 350784.000
2005 9 6 350784.000
2005 9 7 350784.000
2005 9 8 350784.000
2005 9 9 350784.000
2005 9 10 350784.000
2005 9 11 350784.000
2005 9 12 350784.000
2005 9 13 350784.000
2005 9 14 350784.000
2005 9 15 350784.000
2005 9 16 350784.000
2005 9 17 350784.000
2005 9 18 350784.000
2005 9 19 350784.000
2005 9 20 350784.000
2005 9 21 350784.000
2005 9 22 350784.000
2005 9 23 350784.000
2005 9 24 350784.000
2005 9 25 350784.000
2005 9 26 350784.000
2005 9 27 350784.000
2005 9 28 350784.000
2005 9 29 350784.000
2005 9 30 350784.000
2005 10 1 350784.000
2005 10 2 350784.000
2005 10 3 350784.000
2005 10 4 350784.000
2005 10 5 350784.000
2005 10 6 350784.000
2005 10 7 350784.000
2005 10 8 350784.000
2005 10 9 350784.000
2005 10 10 350784.000
2005 10 11 350784.000
2005 10 12 350784.000
2005 10 13 350784.000
2005 10 14 350784.000
2005 10 15 350784.000
2005 10 16 350784.000
2005 10 17 350784.000
2005 10 18 350784.000
2005 10 19 350784.000
2005 10 20 350784.000
2005 10 21 350784.000
2005 10 22 350784.000
2005 10 23 350784.000
2005 10 24 350784.000
2005 10 25 350784.000
2005 10 26 350784.000
2005 10 27 350784.000
2005 10 28 350784.000
2005 10 29 350784.000
2005 10 30 350784.000
2005 10 31 350784.000
2005 11 1 350784.000
2005 11 2 350784.000
2005 11 3 350784.000
2005 11 4 350784.000
2005 11 5 350784.000
2005 11 6 350784.000
2005 11 7 350784.000
2005 11 8 350784.000
2005 11 9 350784.000
2005 11 10 350784.000
2005 11 11 -9999.000
2005 11 12 350784.000
2005 11 13 350784.000
2005 11 14 350784.000
2005 11 15 350784.000
2005 11 16 350784.000
2005 11 17 350784.000
2005 11 18 350784.000
2005 11 19 350784.000
2005 11 20 350784.000
2005 11 21 350784.000
2005 11 22 350784.000
2005 11 23 350784.000
2005 11 24 350784.000
2005 11 25 350784.000
2005 11 26 350784.000
2005 11 27 350784.000
2005 11 28 350784.000
2005 11 29 350784.000
2005 11 30 350784.000
2005 12 1 350784.000
2005 12 2 350784.000
2005 12 3 350784.000
2005 12 4 350784.000
2005 12 5 350784.000
2005 12 6 350784.000
2005 12 7 350784.000
2005 12 8 350784.000
2005 12 9 350784.000
2005 12 10 350784.000
2005 12 11 350784.000
2005 12 12 350784.000
2005 12 13 350784.000
2005 12 14 350784.000
2005 12 15 350784.000
2005 12 16 350784.000
2005 12 17 350784.000
2005 12 18 350784.000
2005 12 19 350784.000
2005 12 20 350784.000
2005 12 21 350784.000
2005 12 22 350784.000
2005 12 23 350784.000
2005 12 24 350784.000
2005 12 25 350784.000
2005 12 26 350784.000
2005 12 27 350784.000
2005 12 28 350784.000
2005 12 29 350784.000
2005 12 30 350784.000
2005 12 31 350784.000
2006 1 1 350784.000
2006 1 2 350784.000
2006 1 3 350784.000
2006 1 4 350784.000
2006 1 5 350784.000
2006 1 6 350784.000
2006 1 7 350784.000
2006 1 8 350784.000
2006 1 9 350784.000
2006 1 10 350784.000
2006 1 11 350784.000
2006 1 12 350784.000
2006 1 13 350784.000
2006 1 14 350784.000
2006 1 15 350784.000
2006 1 16 350784.000
2006 1 17 350784.000
2006 1 18 350784.000
2006 1 19 350784.000
2006 1 20 350784.000
2006 1 21 350784.000
2006 1 22 350784.000
2006 1 23 350784.000
2006 1 24 350784.000
2006 1 25 350784.000
2006 1 26 350784.000
2006 1 27 350611.200
2006 1 28 349660.800
2006 1 29 350611.200
2006 1 30 350784.000
2006 1 31 350784.000
2006 2 1 350784.000
2006 2 2 350784.000
2006 2 3 350784.000
2006 2 4 350784.000
2006 2 5 350784.000
2006 2 6 350784.000
2006 2 7 350784.000
2006 2 8 350784.000
2006 2 9 350784.000
2006 2 10 350784.000
2006 2 11 350784.000
2006 2 12 350784.000
2006 2 13 350784.000
2006 2 14 350784.000
2006 2 15 350784.000
2006 2 16 350784.000
2006 2 17 350784.000
2006 2 18 350784.000
2006 2 19 349660.800
2006 2 20 346982.400
2006 2 21 343699.200
2006 2 22 340416.000
2006 2 23 337132.800
2006 2 24 333763.200
2006 2 25 331603.200
2006 2 26 329788.800
2006 2 27 327715.200
2006 2 28 325296.000
2006 3 1 322963.200
2006 3 2 320630.400
2006 3 3 317952.000
2006 3 4 315532.800
2006 3 5 313200.000
2006 3 6 316742.400
2006 3 7 345254.400
2006 3 8 350784.000
2006 3 9 350784.000
2006 3 10 350784.000
2006 3 11 350784.000
2006 3 12 350784.000
2006 3 13 350784.000
2006 3 14 350784.000
2006 3 15 350784.000
2006 3 16 350784.000
2006 3 17 350784.000
2006 3 18 350784.000
2006 3 19 350784.000
2006 3 20 350784.000
2006 3 21 350784.000
2006 3 22 350784.000
2006 3 23 350784.000
2006 3 24 350784.000
2006 3 25 350784.000
2006 3 26 350784.000
2006 3 27 350784.000
2006 3 28 350784.000
2006 3 29 350784.000
2006 3 30 350784.000
2006 3 31 350784.000
2006 4 1 350784.000
2006 4 2 350784.000
2006 4 3 350784.000
2006 4 4 350784.000
2006 4 5 350784.000
2006 4 6 350784.000
2006 4 7 350784.000
2006 4 8 350784.000
2006 4 9 350784.000
2006 4 10 350784.000
2006 4 11 350784.000
2006 4 12 350784.000
2006 4 13 350784.000
2006 4 14 350784.000
2006 4 15 350784.000
2006 4 16 350784.000
2006 4 17 350784.000
2006 4 18 350784.000
2006 4 19 350784.000
2006 4 20 350784.000
2006 4 21 350784.000
2006 4 22 350784.000
2006 4 23 350784.000
2006 4 24 350784.000
2006 4 25 350784.000
2006 4 26 350784.000
2006 4 27 350784.000
2006 4 28 350784.000
2006 4 29 350784.000
2006 4 30 350784.000
2006 5 1 350784.000
2006 5 2 350784.000
2006 5 3 350784.000
2006 5 4 350784.000
2006 5 5 350784.000
2006 5 6 350784.000
2006 5 7 350784.000
2006 5 8 350784.000
2006 5 9 350784.000
2006 5 10 350784.000
2006 5 11 350784.000
2006 5 12 350784.000
2006 5 13 350784.000
2006 5 14 350784.000
2006 5 15 350784.000
2006 5 16 350784.000
2006 5 17 350784.000
2006 5 18 350784.000
2006 5 19 350784.000
2006 5 20 350784.000
2006 5 21 350784.000
2006 5 22 350784.000
2006 5 23 350784.000
2006 5 24 350784.000
2006 5 25 350784.000
2006 5 26 350784.000
2006 5 27 350784.000
2006 5 28 350784.000
2006 5 29 350784.000
2006 5 30 350784.000
2006 5 31 350784.000
2006 6 1 350784.000
2006 6 2 350784.000
2006 6 3 350784.000
2006 6 4 350784.000
2006 6 5 350784.000
2006 6 6 350784.000
2006 6 7 350784.000
2006 6 8 350784.000
2006 6 9 350784.000
2006 6 10 350784.000
2006 6 11 350784.000
2006 6 12 350784.000
2006 6 13 350784.000
2006 6 14 350784.000
2006 6 15 350784.000
2006 6 16 350784.000
2006 6 17 350784.000
2006 6 18 350784.000
2006 6 19 350784.000
2006 6 20 350784.000
2006 6 21 350784.000
2006 6 22 350784.000
2006 6 23 350784.000
2006 6 24 350784.000
2006 6 25 350784.000
2006 6 26 350784.000
2006 6 27 350784.000
2006 6 28 350784.000
2006 6 29 350784.000
2006 6 30 350784.000
2006 7 1 350784.000
2006 7 2 350784.000
2006 7 3 350784.000
2006 7 4 350784.000
2006 7 5 350784.000
2006 7 6 350784.000
2006 7 7 350784.000
2006 7 8 350784.000
2006 7 9 350784.000
2006 7 10 350784.000
2006 7 11 350784.000
